Měsíc,Platba,Plátce,Příjemce,Částka (Kč),Důvod platby,Zdroj
2015-05,2015-06-12,Pirati,Jakub Michálek,8500,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/05/2015-05.ods?raw=true
2015-05,2015-06-12,Pirati,Jakub Michálek,4000,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/05/2015-05.ods?raw=true
2015-05,2015-06-12,Pirati,Mikuláš Ferjenčík,8500,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/05/2015-05.ods?raw=true
2015-05,2015-06-12,Pirati,Mikuláš Ferjenčík,2400,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/05/2015-05.ods?raw=true
2015-05,2015-06-12,Pirati,Ondřej Profant,8500,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/05/2015-05.ods?raw=true
2015-05,2015-06-12,Pirati,Ondřej Profant,1500,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/05/2015-05.ods?raw=true
2015-05,2015-06-12,Pirati,Adam Zábranský,7807,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/05/2015-05.ods?raw=true
2015-05,2015-06-12,Pirati,Adam Zábranský,1000,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/05/2015-05.ods?raw=true
2015-06,2015-07-09,Praha,Jakub Michálek,4339,paušální odměna,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-09,Praha,Jakub Michálek,247,zdravotní pojištění z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-09,Praha,Jakub Michálek,900,záloha na daň z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-09,Praha,Mikuláš Ferjenčík,4339,paušální odměna,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-09,Praha,Mikuláš Ferjenčík,247,zdravotní pojištění z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-09,Praha,Mikuláš Ferjenčík,900,záloha na daň z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-09,Praha,Ondřej Profant,4339,paušální odměna,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-09,Praha,Ondřej Profant,247,zdravotní pojištění z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-09,Praha,Ondřej Profant,900,záloha na daň z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-09,Praha,Adam Zábranský,3837,paušální odměna,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-09,Praha,Adam Zábranský,749,zdravotní pojištění z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-09,Praha,Adam Zábranský,900,záloha na daň z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-02,Pirati,Jakub Michálek,8500,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-02,Pirati,Jakub Michálek,2500,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-02,Pirati,Mikuláš Ferjenčík,4665,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-02,Pirati,Mikuláš Ferjenčík,200,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-02,Pirati,Ondřej Profant,8500,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-02,Pirati,Ondřej Profant,2000,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-02,Pirati,Adam Zábranský,6893,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-06,2015-07-02,Pirati,Adam Zábranský,1500,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/2015-06.ods?raw=true
2015-07,2015-08-10,Praha,Jakub Michálek,4339,paušální odměna,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-10,Praha,Jakub Michálek,247,zdravotní pojištění z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-10,Praha,Jakub Michálek,900,záloha na daň z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-10,Praha,Mikuláš Ferjenčík,4339,paušální odměna,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-10,Praha,Mikuláš Ferjenčík,247,zdravotní pojištění z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-10,Praha,Mikuláš Ferjenčík,900,záloha na daň z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-10,Praha,Ondřej Profant,4339,paušální odměna,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-10,Praha,Ondřej Profant,247,zdravotní pojištění z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-10,Praha,Ondřej Profant,900,záloha na daň z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-10,Praha,Adam Zábranský,3837,paušální odměna,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-10,Praha,Adam Zábranský,749,zdravotní pojištění z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-10,Praha,Adam Zábranský,900,záloha na daň z paušální odměny,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-03,Pirati,Jakub Michálek,8500,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-03,Pirati,Jakub Michálek,500,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-03,Pirati,Mikuláš Ferjenčík,4403,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-03,Pirati,Mikuláš Ferjenčík,0,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-03,Pirati,Ondřej Profant,6459,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-03,Pirati,Ondřej Profant,0,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-03,Pirati,Adam Zábranský,3110,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-07,2015-08-03,Pirati,Adam Zábranský,0,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/2015-07.ods?raw=true
2015-03,2015-08-31,Praha,Jakub Michálek,11772,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/03/jakub/vycetka.docx?raw=true
2015-04,2015-08-31,Praha,Jakub Michálek,10485,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/04/jakub/vycetka.docx?raw=true
2015-05,2015-08-31,Praha,Jakub Michálek,11997,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/05/jakub/vycetka.docx?raw=true 
2015-06,2015-08-31,Praha,Jakub Michálek,10872,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/jakub/vycetka.docx?raw=true
2015-07,2015-08-31,Praha,Jakub Michálek,900,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/jakub/vycetka.docx?raw=true
2015-08,2015-08-31,Praha,Jakub Michálek,2025,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/08/jakub/vycetka.docx?raw=true 
2015-08,2015-09-14,Praha,Adam Zábranský,405,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/08/adam-zabransky/README.md
2015-08,2015-09-14,Pirati,Adam Zábranský,7201,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/08/adam-zabransky/README.md
2015-08,2015-09-14,Pirati,Adam Zábranský,3222,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/08/adam-zabransky/README.md
2015-08,2015-09-14,Praha,Mikuláš Ferjenčík,0,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/08/mikulas-ferjencik/README.md
2015-08,2015-09-14,Pirati,Mikuláš Ferjenčík,8500,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/08/mikulas-ferjencik/README.md
2015-08,2015-09-14,Pirati,Mikuláš Ferjenčík,4641,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/08/mikulas-ferjencik/README.md
2015-08,2015-09-14,Praha,Ondřej Profant,2025,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/08/ondrej-profant/README.md
2015-08,2015-09-14,Pirati,Ondřej Profant,6735,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/08/ondrej-profant/README.md
2015-08,2015-09-14,Pirati,Ondřej Profant,2172,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/08/ondrej-profant/README.md
2015-08,2015-09-14,Pirati,Jakub Michálek,8500,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/08/jakub-michalek/README.md
2015-08,2015-09-14,Pirati,Jakub Michálek,4916,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/08/jakub-michalek/README.md
2015-09,2015-10-06,Praha,Adam Zábranský,11722,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/09/adam-zabransky/README.md
2015-09,2015-10-06,Pirati,Adam Zábranský,8300,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/09/adam-zabransky/README.md
2015-09,2015-10-06,Pirati,Adam Zábranský,2500,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/09/adam-zabransky/README.md
2015-09,2015-10-06,Praha,Mikuláš Ferjenčík,10800,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/09/mikulas-ferjencik/README.md
2015-09,2015-10-06,Pirati,Mikuláš Ferjenčík,7855,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/09/mikulas-ferjencik/README.md
2015-09,2015-10-06,Pirati,Mikuláš Ferjenčík,3300,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/09/mikulas-ferjencik/README.md
2015-09,2015-10-06,Praha,Ondřej Profant,15390,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/09/ondrej-profant/README.md
2015-09,2015-10-06,Pirati,Ondřej Profant,7100,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/09/ondrej-profant/README.md
2015-09,2015-10-06,Pirati,Ondřej Profant,1500,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/09/ondrej-profant/README.md
2015-09,2015-10-06,Praha,Jakub Michálek,9517,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/09/jakub-michalek/README.md
2015-09,2015-10-06,Pirati,Jakub Michálek,8500,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/09/jakub-michalek/README.md
2015-09,2015-10-06,Pirati,Jakub Michálek,5000,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/09/jakub-michalek/README.md
2015-08,2015-09-10,Praha,Ondřej Profant,4339,paušální odměna,https://github.com/pirati-cz/KlubPraha/tree/master/odmeny/2015/08/ondrej-profant
2015-08,2015-09-10,Praha,Ondřej Profant,247,zdravotní pojištění z paušální odměny,https://github.com/pirati-cz/KlubPraha/tree/master/odmeny/2015/08/ondrej-profant
2015-08,2015-09-10,Praha,Ondřej Profant,900,záloha na daň z paušální odměny,https://github.com/pirati-cz/KlubPraha/tree/master/odmeny/2015/08/ondrej-profant
2015-09,2015-10-10,Praha,Ondřej Profant,4339,paušální odměna,https://github.com/pirati-cz/KlubPraha/tree/master/odmeny/2015/09/ondrej-profant
2015-09,2015-10-10,Praha,Ondřej Profant,247,zdravotní pojištění z paušální odměny,https://github.com/pirati-cz/KlubPraha/tree/master/odmeny/2015/09/ondrej-profant
2015-09,2015-10-10,Praha,Ondřej Profant,900,záloha na daň z paušální odměny,https://github.com/pirati-cz/KlubPraha/tree/master/odmeny/2015/09/ondrej-profant
2015-04,2015-10-15,Praha,Ondřej Profant,18000,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/04/ondrej-profant/README.md
2015-08,2015-09-09,Praha,Jakub Michálek,4339,paušální odměna,
2015-08,2015-09-09,Praha,Jakub Michálek,247,zdravotní pojištění z paušální odměny,
2015-08,2015-09-09,Praha,Jakub Michálek,900,záloha na daň z paušální odměny,
2015-08,2015-09-09,Praha,Mikuláš Ferjenčík,4339,paušální odměna,
2015-08,2015-09-09,Praha,Mikuláš Ferjenčík,247,zdravotní pojištění z paušální odměny,
2015-08,2015-09-09,Praha,Mikuláš Ferjenčík,900,záloha na daň z paušální odměny,
2015-08,2015-09-09,Praha,Adam Zábranský,3837,paušální odměna,
2015-08,2015-09-09,Praha,Adam Zábranský,749,zdravotní pojištění z paušální odměny,
2015-08,2015-09-09,Praha,Adam Zábranský,900,záloha na daň z paušální odměny,
2015-09,2015-10-08,Praha,Jakub Michálek,4339,paušální odměna,
2015-09,2015-10-08,Praha,Jakub Michálek,247,zdravotní pojištění z paušální odměny,
2015-09,2015-10-08,Praha,Jakub Michálek,900,záloha na daň z paušální odměny,
2015-09,2015-10-08,Praha,Mikuláš Ferjenčík,4339,paušální odměna,
2015-09,2015-10-08,Praha,Mikuláš Ferjenčík,247,zdravotní pojištění z paušální odměny,
2015-09,2015-10-08,Praha,Mikuláš Ferjenčík,900,záloha na daň z paušální odměny,
2015-09,2015-10-08,Praha,Adam Zábranský,3837,paušální odměna,
2015-09,2015-10-08,Praha,Adam Zábranský,749,zdravotní pojištění z paušální odměny,
2015-09,2015-10-08,Praha,Adam Zábranský,900,záloha na daň z paušální odměny,
2015-05,2015-10-29,Praha,Ondřej Profant,13010,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/05/ondrej-profant/README.md
2015-06,2015-10-29,Praha,Ondřej Profant,18338,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/ondrej-profant/README.md
2015-07,2015-10-29,Praha,Ondřej Profant,4320,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/ondrej-profant/README.md
2015-04,2015-10-29,Praha,Mikuláš Ferjenčík,5639,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/04/mikulas-ferjencik/README.md
2015-05,2015-10-29,Praha,Mikuláš Ferjenčík,7839,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/05/mikulas-ferjencik/README.md
2015-06,2015-10-29,Praha,Mikuláš Ferjenčík,8055,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/mikulas-ferjencik/README.md
2015-07,2015-10-29,Praha,Mikuláš Ferjenčík,0,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/mikulas-ferjencik/README.md
2015-04,2015-10-29,Praha,Adam Zábranský,5490,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/04/adam-zabransky/README.md
2015-05,2015-10-29,Praha,Adam Zábranský,8190,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/05/adam-zabransky/README.md
2015-06,2015-10-29,Praha,Adam Zábranský,8910,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/adam-zabransky/README.md
2015-07,2015-10-29,Praha,Adam Zábranský,0,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/07/adam-zabransky/README.md
2014-11,2014-12-10,Praha,Jan Loužek,12430,plat zaměstnance,
2014-12,2015-01-09,Praha,Jan Loužek,14625,plat zaměstnance,
2015-01,2015-02-10,Praha,Jan Loužek,14816,plat zaměstnance,
2015-02,2015-03-09,Praha,Jan Loužek,15003,plat zaměstnance,
2015-03,2015-04-09,Praha,Jan Loužek,30721,plat zaměstnance,
2015-04,2015-05-10,Praha,Jan Loužek,14816,plat zaměstnance,
2015-05,2015-06-11,Praha,Jan Loužek,15127,plat zaměstnance,
2015-06,2015-07-09,Praha,Jan Loužek,25868,plat zaměstnance,
2015-07,2015-08-07,Praha,Jan Loužek,18788,plat zaměstnance,
2015-08,2015-09-09,Praha,Jan Loužek,15234,plat zaměstnance,
2015-09,2015-10-08,Praha,Jan Loužek,29986,plat zaměstnance,
2015-10,2015-11-10,Praha,Jan Loužek,15192,plat zaměstnance,
2015-11,2015-12-09,Praha,Jan Loužek,35088,plat zaměstnance,
2015-12,2016-01-11,Praha,Jan Loužek,23107,plat zaměstnance,
2015-10,2015-11-23,Praha,Adam Zábranský,8437,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/10/adam-zabransky/README.md
2015-10,2015-11-23,Pirati,Adam Zábranský,7511,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/10/adam-zabransky/README.md
2015-10,2015-11-23,Pirati,Adam Zábranský,4000,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/10/adam-zabransky/README.md
2015-10,2015-11-23,Praha,Mikuláš Ferjenčík,12127,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/10/mikulas-ferjencik/README.md
2015-10,2015-11-23,Pirati,Mikuláš Ferjenčík,8500,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/10/mikulas-ferjencik/README.md
2015-10,2015-11-23,Pirati,Mikuláš Ferjenčík,1806,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/10/mikulas-ferjencik/README.md
2015-10,2015-11-23,Praha,Ondřej Profant,15187,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/10/ondrej-profant/README.md
2015-10,2015-11-23,Pirati,Ondřej Profant,8500,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/10/ondrej-profant/README.md
2015-10,2015-11-23,Pirati,Ondřej Profant,2668,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/10/ondrej-profant/README.md
2015-10,2015-11-23,Praha,Jakub Michálek,12712,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/10/jakub-michalek/README.md
2015-10,2015-11-23,Pirati,Jakub Michálek,8500,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/10/jakub-michalek/README.md
2015-10,2015-11-23,Pirati,Jakub Michálek,4062,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/10/jakub-michalek/README.md
2015-10,2015-11-19,Praha,Jakub Michálek,4339,paušální odměna,
2015-10,2015-11-19,Praha,Jakub Michálek,247,zdravotní pojištění z paušální odměny,
2015-10,2015-11-19,Praha,Jakub Michálek,900,záloha na daň z paušální odměny,
2015-10,2015-11-19,Praha,Ondřej Profant,4339,paušální odměna,
2015-10,2015-11-19,Praha,Ondřej Profant,247,zdravotní pojištění z paušální odměny,
2015-10,2015-11-19,Praha,Ondřej Profant,900,záloha na daň z paušální odměny,
2015-10,2015-11-19,Praha,Mikuláš Ferjenčík,4339,paušální odměna,
2015-10,2015-11-19,Praha,Mikuláš Ferjenčík,247,zdravotní pojištění z paušální odměny,
2015-10,2015-11-19,Praha,Mikuláš Ferjenčík,900,záloha na daň z paušální odměny,
2015-10,2015-11-19,Praha,Adam Zábranský,3837,paušální odměna,
2015-10,2015-11-19,Praha,Adam Zábranský,749,zdravotní pojištění z paušální odměny,
2015-10,2015-11-19,Praha,Adam Zábranský,900,záloha na daň z paušální odměny,
2015-11,2015-12-11,Praha,Jakub Michálek,4339,paušální odměna,
2015-11,2015-12-11,Praha,Jakub Michálek,247,zdravotní pojištění z paušální odměny,
2015-11,2015-12-11,Praha,Jakub Michálek,900,záloha na daň z paušální odměny,
2015-11,2015-12-11,Praha,Ondřej Profant,4339,paušální odměna,
2015-11,2015-12-11,Praha,Ondřej Profant,247,zdravotní pojištění z paušální odměny,
2015-11,2015-12-11,Praha,Ondřej Profant,900,záloha na daň z paušální odměny,
2015-11,2015-12-11,Praha,Mikuláš Ferjenčík,4339,paušální odměna,
2015-11,2015-12-11,Praha,Mikuláš Ferjenčík,247,zdravotní pojištění z paušální odměny,
2015-11,2015-12-11,Praha,Mikuláš Ferjenčík,900,záloha na daň z paušální odměny,
2015-11,2015-12-11,Praha,Adam Zábranský,3837,paušální odměna,
2015-11,2015-12-11,Praha,Adam Zábranský,749,zdravotní pojištění z paušální odměny,
2015-11,2015-12-11,Praha,Adam Zábranský,900,záloha na daň z paušální odměny,
2015-10,2015-12-14,Praha,Adam Zábranský,8437,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/10/adam-zabransky/README.md
2015-11,2015-12-14,Praha,Adam Zábranský,9337,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/11/adam-zabransky/README.md
2015-11,2015-12-14,Pirati,Adam Zábranský,7894,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/11/adam-zabransky/README.md
2015-11,2015-12-14,Pirati,Adam Zábranský,4500,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/11/adam-zabransky/README.md
2015-11,2015-12-14,Praha,Mikuláš Ferjenčík,14355,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/11/mikulas-ferjencik/README.md
2015-11,2015-12-14,Pirati,Mikuláš Ferjenčík,6645,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/11/mikulas-ferjencik/README.md
2015-11,2015-12-14,Pirati,Mikuláš Ferjenčík,4800,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/11/mikulas-ferjencik/README.md
2015-11,2015-12-14,Praha,Ondřej Profant,14512,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/11/ondrej-profant/README.md
2015-11,2015-12-14,Pirati,Ondřej Profant,6809,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/11/ondrej-profant/README.md
2015-11,2015-12-14,Pirati,Ondřej Profant,2700,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/11/ondrej-profant/README.md
2015-11,2015-12-14,Praha,Jakub Michálek,14175,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/11/jakub-michalek/README.md
2015-11,2015-12-14,Pirati,Jakub Michálek,8036,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/11/jakub-michalek/README.md
2015-11,2015-12-14,Pirati,Jakub Michálek,5000,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/11/jakub-michalek/README.md
2015-12,2016-01-11,Praha,Adam Zábranský,8212,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/12/adam-zabransky/README.md
2015-12,2016-01-11,Pirati,Adam Zábranský,4307,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/12/adam-zabransky/README.md
2015-12,2016-01-11,Pirati,Adam Zábranský,1422,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/12/adam-zabransky/README.md
2015-12,2016-01-11,Praha,Mikuláš Ferjenčík,7425,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/12/mikulas-ferjencik/README.md
2015-12,2016-01-11,Pirati,Mikuláš Ferjenčík,5857,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/12/mikulas-ferjencik/README.md
2015-12,2016-01-11,Pirati,Mikuláš Ferjenčík,3172,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/12/mikulas-ferjencik/README.md
