kniha;castka;nazev_subjektu;ICO;evidencni_cislo;datum_evidence;popis
08 - Odbor krizového řízení;35448;KH SERVIS a.s.;45279748;100800368;2010-07-01; opravy a udržování - obj. č. 0023/2010
08 - Odbor krizového řízení;34990;KH SERVIS spol.s r.o.;45279748;40800140;2004-04-19;
08 - Odbor bezpečnosti a krizového řízení;34750;KH SERVIS a.s.;45279748;120800052;2012-01-12;obj. č. 53/2011 - montáž kamery CČM
08 - Odbor krizového řízení;34656;KH SERVIS a.s.;45279748;100800814;2010-12-09;opravy a udržování obj. č. 97/2010
08 - Odbor krizového řízení;34374;KH SERVIS a.s.;45279748;110800461;2011-08-03;obj. č. 37/2011 - opravy a udržování výměna elek. rozvaděče
08 - Odbor krizového řízení;34272;KH SERVIS spol.s r.o.;45279748;50801134;2005-12-19;
08 - Odbor krizového řízení;33377;KH SERVIS a.s.;45279748;110800528;2011-08-25;obj. 59/2011 nákup materiálu - dodávka 2x joystiku pro monitorovací pracoviště a rozšíření paměti RAM
08 - Odbor bezpečnosti a krizového řízení;33120;KH SERVIS a.s.;45279748;120800118;2012-02-08;obj. č. 4/12 -  2x licence ESRI - ArcObjects
08 - Odbor bezpečnosti a krizového řízení;33081;KH SERVIS a.s.;45279748;130800862;2013-12-16;obj.č. BKR 2/2013 - opravy - přemístění kamery
08 - Odbor bezpečnosti a krizového řízení;32585;KH SERVIS a.s.;45279748;140800584;2014-09-15;obj.č. BKR 12/2014 - zprovoznění nefunkčního elektrom. rozvaděče
08 - Odbor bezpečnosti a krizového řízení;32585;KH SERVIS a.s.;45279748;140800793;2014-12-08;obj. č. BKR 65/2014 oprava poškozeného pilíře (KS 303021)
08 - Odbor krizového řízení;31464;KH SERVIS a.s.;45279748;90800743;2009-12-10;opravy a udržování obj. 71/2009
08 - Odbor krizového řízení;30851;KH SERVIS spol.s r.o.;45279748;80800553;2008-10-10;opravy a udržování
08 - Odbor krizového řízení;30540;KH SERVIS spol.s r.o.;45279748;70800086;2007-01-19;nákup služeb - montáž kamer
08 - Odbor krizového řízení;30342;KH SERVIS a.s.;45279748;110800174;2011-03-31;obj. 15/2011 - opravy a udržování
08 - Odbor bezpečnosti a krizového řízení;30250;KH SERVIS a.s.;45279748;130800687;2013-10-22;obj.č.55/13 - 30 ks licencí ke stáv. sw
08 - Odbor krizového řízení;29999;KH SERVIS spol.s r.o.;45279748;30800590;2003-08-13;
08 - Odbor bezpečnosti a krizového řízení;29995;KH SERVIS a.s.;45279748;120800170;2012-03-23;obj. č. 11/12 - zřízení nového přívodu
08 - Odbor krizového řízení;29952;KH SERVIS a.s.;45279748;100800867;2010-12-15;opravy a udržování obj. č. 113/2010
08 - Odbor bezpečnosti a krizového řízení;29892;KH SERVIS a.s.;45279748;120800670;2012-10-29;obj. BKR030/12 - přesun elektroměru
08 - Odbor krizového řízení;29700;KH SERVIS a.s.;45279748;110800587;2011-09-26;obj. č. 68/2011 - instalace 3 klientských pracovišť ISKŘ do sítě MKS (2xnové PC 1x na stávající PC MKS)
08 - Odbor krizového řízení;29441;KH SERVIS spol.s r.o.;45279748;20800094;2002-04-19;
08 - Odbor krizového řízení;28800;KH SERVIS a.s.;45279748;110800588;2011-09-26;obj. č. 73/2011 - zajištění služeb - připojení stanice ISKŘ - FS Days 2011
08 - Odbor krizového řízení;28632;KH SERVIS a.s.;45279748;100800868;2010-12-15;opravy a udržování obj. č. 114/2010
08 - Odbor krizového řízení;28392;KH SERVIS a.s.;45279748;110800589;2011-09-26;obj. 75/2011 - dodávka a instalace rackové skříně 12U
08 - Odbor krizového řízení;27828;KH SERVIS spol.s r.o.;45279748;70800550;2007-09-25;opravy a udržování
08 - Odbor krizového řízení;27606;KH SERVIS a.s.;45279748;90800600;2009-10-20;opravy a udržování
08 - Odbor bezpečnosti a krizového řízení;26560;KH SERVIS a.s.;45279748;140800380;2014-07-01;obj. č. BKR 27/2014 - Oprava klimatizačních jednotek (Obvodní ředitelství policie Praha II a Praha III)
08 - Odbor bezpečnosti a krizového řízení;26535;KH SERVIS a.s.;45279748;130800706;2013-11-04;obj. č. BKR 66/2013 opravy - montáž kamery č. 101052
08 - Odbor krizového řízení;26029;KH SERVIS spol.s r.o.;45279748;80800443;2008-08-04;Opravy a udržování
08 - Odbor krizového řízení;25806;KH SERVIS a.s.;45279748;110800464;2011-08-03;obj.č. 56/2011 - opravy a udržování - výměna kamery
08 - Odbor krizového řízení;24704;KH SERVIS spol.s r.o.;45279748;20800026;2002-02-04;
08 - Odbor bezpečnosti a krizového řízení;23980;KH SERVIS a.s.;45279748;140800580;2014-09-15;obj.č. BKR 50/2014 - přesun technologické skříně ARIA u KS 101164
08 - Odbor krizového řízení;23760;KH SERVIS a.s.;45279748;110800126;2011-02-21;nákup služeb - obj. 5/2011 - zajištění rozšíření SW ESS CCTV
08 - Odbor krizového řízení;23634;KH SERVIS a.s.;45279748;100800755;2010-11-22;opravy a udržování obj. č. 98/2010
08 - Odbor krizového řízení;23556;KH SERVIS a.s.;45279748;100800336;2010-06-18; opravy a udržování obj. 44/2009
08 - Odbor krizového řízení;23303;KH SERVIS spol.s r.o.;45279748;80800641;2008-11-18;nákup služeb - zřízení odběrního místa
08 - Odbor bezpečnosti a krizového řízení;23159;KH SERVIS a.s.;45279748;140800662;2014-10-29;obj. č. BKR 53/2014 - oprava kamery č. 412002 (1202) demontáž a opětovná montáž
08 - Odbor bezpečnosti a krizového řízení;23153;KH SERVIS a.s.;45279748;130800686;2013-10-22;obj.č. 67/13 - dodávka a instalace televize řed. BKR
08 - Odbor bezpečnosti a krizového řízení;23153;KH SERVIS a.s.;45279748;130800677;2013-10-18;obj.č. 67/13 - dodávka a instalace zobraz.jedn. - monit.prac. řed. BKR
08 - Odbor krizového řízení;23036;KH SERVIS spol.s r.o.;45279748;70800693;2007-11-26;opravy a udržování
08 - Odbor krizového řízení;23009;KH SERVIS spol.s r.o.;45279748;80800654;2008-11-21;nákup služeb - demontáž a montáž
08 - Odbor krizového řízení;22212;KH SERVIS a.s.;45279748;100800697;2010-11-03;Opravy a udržování obj. č. 89/2010
08 - Odbor krizového řízení;22063;KH SERVIS a.s.;45279748;90800350;2009-07-01;opravy a udržování - obj. č. 0009/2009
08 - Odbor krizového řízení;21738;KH SERVIS spol.s r.o.;45279748;20800067;2002-04-02;
08 - Odbor bezpečnosti a krizového řízení;21720;KH SERVIS a.s.;45279748;140800477;2014-07-28;Demontáž kamery a opětovná montáž kamery č. 106038 (na základě rámcové smlouvy č. INO/08/03/005219/2013 a objednávky č. BKR 33/2014)
08 - Odbor krizového řízení;21593;KH SERVIS a.s.;45279748;100800696;2010-11-03;Opravy a udržování obj. č. 90/2010
08 - Odbor krizového řízení;21521;KH SERVIS spol.s r.o.;45279748;80800622;2008-11-10;opravy a udržování
08 - Odbor bezpečnosti a krizového řízení;21465;KH SERVIS a.s.;45279748;140800259;2014-04-17;obj. č. BKR 17/2014 - opětovná montáž kamery č. 106032 a č. 106029
08 - Odbor krizového řízení;21357;KH SERVIS spol.s r.o.;45279748;20800133;2002-05-09;
08 - Odbor krizového řízení;21252;KH SERVIS a.s.;45279748;100800652;2010-10-15;opravy a udržování - obj. 75/2010
08 - Odbor bezpečnosti a krizového řízení;20592;KH SERVIS a.s.;45279748;130800252;2013-04-29;obj.č. BKR 3/13 - opětovná montáž kamery č. 213008 Seydlerova-OD Lípa
08 - Odbor bezpečnosti a krizového řízení;20544;KH SERVIS a.s.;45279748;120800465;2012-07-26;obj. BKR 7/2012 - oprava kamery č.410
08 - Odbor bezpečnosti a krizového řízení;20497;KH SERVIS a.s.;45279748;140800108;2014-01-27;obj.č. BKR 90/2013 - demontáž a opětovná montáž kamery č. 202014 - Fugnerovo náměstí
08 - Odbor bezpečnosti a krizového řízení;20400;KH SERVIS a.s.;45279748;120800819;2012-12-13;obj. BKR 40/2012 - údržba
08 - Odbor krizového řízení;20358;KH SERVIS spol.s r.o.;45279748;80800243;2008-05-21;opravy a udržování
08 - Odbor bezpečnosti a krizového řízení;20104;KH SERVIS a.s.;45279748;140800795;2014-12-08;obj. č. BKR 78/2014 oprava - přemístění 2 monitorovacích stanovišť MKS
08 - Odbor bezpečnosti a krizového řízení;19980;KH SERVIS a.s.;45279748;120800318;2012-06-13;obj. BKR4/2012 - přemístění kamery Lovosická - Prosek
08 - Odbor krizového řízení;19528;KH SERVIS spol.s r.o.;45279748;80800621;2008-11-10;opravy a udržování
08 - Odbor krizového řízení;18360;KH SERVIS a.s.;45279748;110800873;2011-12-22;obj. č. 76/2011 - demontáž a opětovná montáž kamery Jankovcova - U Vody
08 - Odbor bezpečnosti a krizového řízení;18090;KH SERVIS a.s.;45279748;130800705;2013-11-04;obj. č. BKR 64/2013 - opravy- odstranění závad na klimatizaci PČR Bartolomějská
08 - Odbor bezpečnosti a krizového řízení;18090;KH SERVIS a.s.;45279748;130800707;2013-11-04;obj. č. BKR72/2013 opravy - demontáž kamery č. 101052
08 - Odbor bezpečnosti a krizového řízení;17875;KH SERVIS a.s.;45279748;140800200;2014-03-18;obj. č. BKR 4/2014 - oprava poškozeného zdroje energie u kamery č. 107053
08 - Odbor bezpečnosti a krizového řízení;17856;KH SERVIS a.s.;45279748;120800482;2012-07-31;oprava klimatizace - obj.č. BKR003/12
08 - Odbor krizového řízení;17836;KH SERVIS spol.s r.o.;45279748;80800376;2008-07-10;opravy a udržování
08 - Odbor bezpečnosti a krizového řízení;17835;KH SERVIS a.s.;45279748;130800646;2013-10-07;obj. č. BKR 57/2013 - opravy - opětovná montáž kamery č. 106048
08 - Odbor krizového řízení;17622;KH SERVIS a.s.;45279748;100800817;2010-12-09; opravy a udržování obj. č. 102/2010
08 - Odbor krizového řízení;17580;KH SERVIS a.s.;45279748;100800165;2010-04-06;oprava kamery - obj.č. 00013/2010
08 - Odbor krizového řízení;17498;KH SERVIS a.s.;45279748;110800200;2011-04-12;opravy a udržování-obj. 108/2010
08 - Odbor krizového řízení;17466;KH SERVIS a.s.;45279748;110800439;2011-07-22;obj. 45/11 - opravy a udržování (montáž a demontáž kamery)
08 - Odbor krizového řízení;17400;KH SERVIS a.s.;45279748;110800128;2011-02-22;Objednávka 9/2011 - přeložení trasy napájecího vedení
08 - Odbor krizového řízení;17344;KH SERVIS spol.s r.o.;45279748;20800045;2002-03-05;
08 - Odbor krizového řízení;17334;KH SERVIS a.s.;45279748;110800438;2011-07-22;obj. 43/11 - opravy a udržování (montáž a demontáž kamery)
08 - Odbor krizového řízení;17172;KH SERVIS a.s.;45279748;100800163;2010-04-06;zpřístupnění obrazu na LCD TV - obj. č. 00007/2010
08 - Odbor krizového řízení;16968;KH SERVIS a.s.;45279748;100800603;2010-10-04;Opravy a udržování - obj. 62/10 - demontáž kamery
08 - Odbor krizového řízení;16938;KH SERVIS a.s.;45279748;110800130;2011-02-22;Objednávka 11/2011 - Rozbočení a dodání externí zobrazovací jednotky
08 - Odbor krizového řízení;16748;KH SERVIS spol.s r.o.;45279748;20800446;2002-07-04;
08 - Odbor bezpečnosti a krizového řízení;16650;KH SERVIS a.s.;45279748;130800761;2013-11-25;obj. BKR 71/2013 oprava - demontáž kamery 106029
08 - Odbor krizového řízení;16398;KH SERVIS a.s.;45279748;100800443;2010-07-20;opravy a udržování - obj. č. 38/10
08 - Odbor bezpečnosti a krizového řízení;16371;KH SERVIS a.s.;45279748;130800198;2013-04-04;obj. BKR 10/2013 opětovná montáž kamery č. 101111 Břehová 7
08 - Odbor krizového řízení;16320;KH SERVIS a.s.;45279748;100800444;2010-07-20;opravy a udržování obj. 27/10
08 - Odbor krizového řízení;16248;KH SERVIS a.s.;45279748;100800753;2010-11-22;opravy a udržování obj. č. 95/2010
08 - Odbor krizového řízení;16192;KH SERVIS spol.s r.o.;45279748;20800132;2002-05-09;
08 - Odbor krizového řízení;15744;KH SERVIS spol.s r.o.;45279748;60800496;2006-10-04;
08 - Odbor krizového řízení;15679;KH SERVIS spol.s r.o.;45279748;60800246;2006-05-10;
08 - Odbor krizového řízení;15629;KH SERVIS spol.s r.o.;45279748;20800790;2002-10-24;
08 - Odbor krizového řízení;15456;KH SERVIS a.s.;45279748;110800155;2011-03-10;objednávka 12/2011 - opravy a udržování - kamera 753 Vltavská
08 - Odbor krizového řízení;15264;KH SERVIS a.s.;45279748;110800874;2011-12-22;obj. č. 95/2011- demontáž a opětovná montáž kamery Hostinského
08 - Odbor bezpečnosti a krizového řízení;15144;KH SERVIS a.s.;45279748;120800160;2012-03-13;obj. č. 93/2011 - opravy a udržování - demontáž a opětovná montáž kamery 1513 Rezlerova 302
08 - Odbor bezpečnosti a krizového řízení;15084;KH SERVIS a.s.;45279748;120800081;2012-01-19;obj. č. 107/2011 opravy a udržování - přemístění kamery ná. J. Berana 500
08 - Odbor krizového řízení;14994;KH SERVIS spol.s r.o.;45279748;50800390;2005-05-25;
08 - Odbor krizového řízení;14988;KH SERVIS spol.s r.o.;45279748;40800821;2004-10-20;
08 - Odbor krizového řízení;14979;KH SERVIS spol.s r.o.;45279748;20800428;2002-06-27;
08 - Odbor krizového řízení;14744;KH SERVIS a.s.;45279748;90800735;2009-12-09;opravy a udržování - obj. č. 69/2009
08 - Odbor krizového řízení;14682;KH SERVIS spol.s r.o.;45279748;20800214;2002-05-22;
08 - Odbor bezpečnosti a krizového řízení;14394;KH SERVIS a.s.;45279748;120800724;2012-11-21;obj. č. BKR 32/12 opravy a udržování - demontáž a opětovná montáž kamery 2101 Polyfunkční dům
08 - Odbor bezpečnosti a krizového řízení;14394;KH SERVIS a.s.;45279748;120800725;2012-11-21;obj. č. BKR 33/12 opravy a udržování - demontáž a opětovná montáž kamery 2103 Starokolínská - ZŠ Polesná
08 - Odbor krizového řízení;14382;KH SERVIS a.s.;45279748;110800321;2011-06-22;objednávka č. 36/2011 - opravy a udržování - demontáž a opětovná montáž kamery 422004-Norma-Parkoviště VO
08 - Odbor krizového řízení;14124;KH SERVIS spol.s r.o.;45279748;40800126;2004-04-07;
08 - Odbor bezpečnosti a krizového řízení;14060;KH SERVIS a.s.;45279748;140800379;2014-07-01;obj. č. BKR 28/2014 Oprava projektoru (Obvodní ředitelství Praha III)
08 - Odbor bezpečnosti a krizového řízení;13963;KH SERVIS a.s.;45279748;130800191;2013-03-22;obj. BKR/007/13 - demontáž a montáž kamery
08 - Odbor bezpečnosti a krizového řízení;13908;KH SERVIS a.s.;45279748;120800292;2012-05-29;obj. č. 19/12 opravy a udržování - opětovná montáž kamery 1512
08 - Odbor krizového řízení;13810;KH SERVIS spol.s r.o.;45279748;20800020;2002-01-24;
08 - Odbor bezpečnosti a krizového řízení;13600;KH SERVIS a.s.;45279748;130800599;2013-09-10;obj. BKR 33/2013 - oprava a udržování - demontáž a montáž kamery 101172 - Dlouhá - Rybná
08 - Odbor krizového řízení;13414;KH SERVIS a.s.;45279748;100800470;2010-07-28;opravy a udržování obj. 47/2010
08 - Odbor bezpečnosti a krizového řízení;13318;KH SERVIS a.s.;45279748;140800204;2014-03-26;oprava a zprovoznění poškozené kamery
08 - Odbor bezpečnosti a krizového řízení;13268;KH SERVIS a.s.;45279748;130800833;2013-12-11;obj.č. BKR 59/2013 - opětovná montáž kamery 410003
08 - Odbor bezpečnosti a krizového řízení;13268;KH SERVIS a.s.;45279748;130800834;2013-12-11;obj.č. BKR 60/2013-opětovná montáž kamery 410004
08 - Odbor krizového řízení;13249;KH SERVIS spol.s r.o.;45279748;50800951;2005-11-03;
08 - Odbor krizového řízení;13175;KH SERVIS spol.s r.o.;45279748;20800271;2002-06-05;
08 - Odbor bezpečnosti a krizového řízení;13104;KH SERVIS a.s.;45279748;130800762;2013-11-25;obj. BKR 78/2013 oprava - přeložka venkovního vedení ke kameře 7070
08 - Odbor krizového řízení;12816;KH SERVIS a.s.;45279748;110800495;2011-08-15;objednávka č. 58/2011 - přepojení napájení
08 - Odbor krizového řízení;12528;KH SERVIS a.s.;45279748;110800233;2011-05-03;obj. č. 28/2011 - opravy a udržování demontáž a opětovná montáž kamery 2006 Ruprechtická
08 - Odbor krizového řízení;12294;KH SERVIS a.s.;45279748;110800527;2011-08-25;obj. 50/2011 - opravy a udržování demontáž a montáž kamery č. 904 Prosecká VO
08 - Odbor bezpečnosti a krizového řízení;12240;KH SERVIS a.s.;45279748;120800817;2012-12-13;obj. BKR 48/2012 - demontáž a opětovná montáž kamery č.101166 Gogolova
08 - Odbor krizového řízení;12228;KH SERVIS a.s.;45279748;110800232;2011-05-03;obj. č. 25/2011 - opravy a udržování demontáž a opětovná montáž kamery 1111 Brechtova - Leopoldova
08 - Odbor krizového řízení;12048;KH SERVIS a.s.;45279748;100800864;2010-12-15;opravy a udržování  obj. č. 103/2010
08 - Odbor krizového řízení;12048;KH SERVIS a.s.;45279748;110800698;2011-11-08;obj. č. 100/2011 - demontáž kamery 1402 - CČM
08 - Odbor krizového řízení;11952;KH SERVIS a.s.;45279748;110800809;2011-12-13;obj. č. 63/2011 - opravy a udržování - přepojení el.energie z důvodů rekonstrukce Strašnická 1005
08 - Odbor krizového řízení;11940;KH SERVIS a.s.;45279748;100800206;2010-04-19;opravy a udržování - obj. 17/2010
08 - Odbor krizového řízení;11910;KH SERVIS a.s.;45279748;110800297;2011-06-07;obj. 39/2011 - opravy a udržování - oprava zpětné projekce na OS PČR Praha III Trousilova
08 - Odbor krizového řízení;11892;KH SERVIS a.s.;45279748;110800271;2011-05-23;obj.26/2011 opravy a udržování - zřízení odběrného místa
08 - Odbor krizového řízení;11886;KH SERVIS a.s.;45279748;100800205;2010-04-19;opravy a udržování - obj. č. 14/2010
08 - Odbor krizového řízení;11841;KH SERVIS spol.s r.o.;45279748;20800058;2002-03-18;
08 - Odbor krizového řízení;11764;KH SERVIS a.s.;45279748;110800700;2011-11-08;obj. 97/2011 nákup materiálu DHDM -  při cvičení Holešovice 2011 - rekonfigurace monitorovacího pracoviště
08 - Odbor krizového řízení;11751;KH SERVIS spol.s r.o.;45279748;70800292;2007-05-21;nákup služeb - přepojení sdružovacího bodu
08 - Odbor krizového řízení;11694;KH SERVIS a.s.;45279748;100800693;2010-11-03;opravy a udržování obj. č. 84/2010
08 - Odbor krizového řízení;11694;KH SERVIS a.s.;45279748;100800521;2010-08-20;opravy a udržování - obj. 56/2010
08 - Odbor bezpečnosti a krizového řízení;11640;KH SERVIS a.s.;45279748;140800109;2014-01-27;obj.č. BKR 91/2013 - prodloužení kabelového vedení u sdružovacího bodu SB-KS 505
08 - Odbor krizového řízení;11586;KH SERVIS a.s.;45279748;100800738;2010-11-15;opravy a udržování - obj. č. 83/10 - demontáž kamery
08 - Odbor krizového řízení;11448;KH SERVIS a.s.;45279748;110800629;2011-10-12;obj. č. 74/2011 - nákup služeb zajištění připojení monitorovacího pracoviště MKS a připojení pracoviště ISKŘ cv. Holešovice 2011
08 - Odbor bezpečnosti a krizového řízení;11374;KH SERVIS a.s.;45279748;130800648;2013-10-07;obj. č. BKR 61/2013 - opravy - demontáž kamery č. 308023 a č. 308081
08 - Odbor krizového řízení;11328;KH SERVIS a.s.;45279748;100800754;2010-11-22;opravy a udržování obj. č. 96/2010
08 - Odbor krizového řízení;11292;KH SERVIS a.s.;45279748;110800296;2011-06-07;obj. 38/2011 - opravy a udržování - demontáž a opětovná montáž kamery č. 101169 Ovocný trh - Myslbek
08 - Odbor krizového řízení;11100;KH SERVIS a.s.;45279748;100800518;2010-08-20;opravy a udržování obj. č. 53/2010
08 - Odbor krizového řízení;11100;KH SERVIS a.s.;45279748;110800127;2011-02-22;Objednávka 8/2011 -  opětovná montáž kamery
08 - Odbor krizového řízení;11100;KH SERVIS a.s.;45279748;110800116;2011-02-09;opravy a udržování obj. č. 7/2011
08 - Odbor krizového řízení;11100;KH SERVIS a.s.;45279748;110800020;2011-01-11;Opravy kamery - obj. č. 2/2011
08 - Odbor bezpečnosti a krizového řízení;11052;KH SERVIS a.s.;45279748;120800679;2012-11-01;obj. č. BKR 25/12 - opravy a udržování - montáž kamery 711 Kostelní 42
08 - Odbor krizového řízení;10980;KH SERVIS a.s.;45279748;110800494;2011-08-15;objednávka č. 62/2011 - provizorní přemístění a umístění SB Čakovice
08 - Odbor krizového řízení;10872;KH SERVIS a.s.;45279748;110800875;2011-12-22;obj. č. 104/2011 - demontáž a opětovná montáž kamery Šostakovičovo nám
08 - Odbor krizového řízení;10848;KH SERVIS a.s.;45279748;100800235;2010-05-05;opravy a udržování obj. 19/10
08 - Odbor bezpečnosti a krizového řízení;10848;KH SERVIS a.s.;45279748;140800582;2014-09-15;obj. č. BKR 45/2014 - Opětovná montáž kamery 101134 Všehrdova 25
08 - Odbor bezpečnosti a krizového řízení;10848;KH SERVIS a.s.;45279748;140800605;2014-09-30;obj.č.BKR/55/14 - montáž kamery
08 - Odbor krizového řízení;10752;KH SERVIS a.s.;45279748;110800463;2011-08-03;obj.č. 55/2011 - opravy a udržování - montáž kamery
08 - Odbor krizového řízení;10746;KH SERVIS a.s.;45279748;100800446;2010-07-20;opravy a udržování Obj. 44/2010
08 - Odbor bezpečnosti a krizového řízení;10728;KH SERVIS a.s.;45279748;120800141;2012-02-29;opravy a údržba - obj. č. 0007/2012
08 - Odbor krizového řízení;10332;KH SERVIS a.s.;45279748;110800208;2011-04-15;obj. 24/11 - opravy a udržování
08 - Odbor bezpečnosti a krizového řízení;10224;KH SERVIS a.s.;45279748;120800703;2012-11-12;obj. č. BKR 31/2012výměna krytu u kamery č. 101033 Vrchlického sady
08 - Odbor krizového řízení;10212;KH SERVIS a.s.;45279748;110800876;2011-12-22;obj. č. 119/2011 - přemístění SB Čakovice
08 - Odbor bezpečnosti a krizového řízení;10164;KH SERVIS a.s.;45279748;140800581;2014-09-15;obj. č. BKR 48/2014 - Demontáž kamery 415001 (1501) plk. Mráze
08 - Odbor krizového řízení;10152;KH SERVIS a.s.;45279748;100800695;2010-11-03;Opravy a udržování obj. č. 87/2010
08 - Odbor krizového řízení;10152;KH SERVIS a.s.;45279748;100800583;2010-09-24;demontáž kamery - obj. 71/10
08 - Odbor krizového řízení;10152;KH SERVIS a.s.;45279748;100800584;2010-09-24;demontáž kamery - obj. č. 70/2010
08 - Odbor krizového řízení;10152;KH SERVIS a.s.;45279748;100800519;2010-08-20;opravy a udržování - obj. 54/2010
08 - Odbor krizového řízení;10152;KH SERVIS a.s.;45279748;100800164;2010-04-06;demontáž kamery - obj. č. 00012/2010
08 - Odbor krizového řízení;10152;KH SERVIS a.s.;45279748;110800496;2011-08-15;objednávka č. 35/2011 - demontáž a opětovná montáž kamery č. 101109
08 - Odbor krizového řízení;10152;KH SERVIS a.s.;45279748;110800019;2011-01-11;Opravy kamery - obj. č. 1/2011
08 - Odbor krizového řízení;10110;KH SERVIS a.s.;45279748;110800808;2011-12-13;obj.č 114/2011 nákup služeb - zajištění přeúčtování poplatků PRE
08 - Odbor bezpečnosti a krizového řízení;10019;KH SERVIS a.s.;45279748;130800120;2013-02-01;obj. BKR 37/12 - opravy a udržování - montáž a demontáž kamer - Prokopovo nám.
08 - Odbor krizového řízení;10008;KH SERVIS a.s.;45279748;110800827;2011-12-15;obj. č. 118/2011 - opětovná montáž kamery Soustružnická - Klánovická 1420
08 - Odbor krizového řízení;9996;KH SERVIS spol.s r.o.;45279748;40800365;2004-06-02;
08 - Odbor krizového řízení;9975;KH SERVIS spol.s r.o.;45279748;30800868;2003-11-04;opravy a udržování
08 - Odbor bezpečnosti a krizového řízení;9910;KH SERVIS a.s.;45279748;130800676;2013-10-18;obj.č. 65/13 - opětovná montáž kamery
08 - Odbor krizového řízení;9804;KH SERVIS a.s.;45279748;110800659;2011-10-25;obj. 96/2011 opravy a udržování - opětovná montáž kamery Hlavní nádraží
08 - Odbor bezpečnosti a krizového řízení;9750;KH SERVIS a.s.;45279748;120800291;2012-05-29;obj. č. 20/12 opravy a udržování - opětovná montáž kamery 420
08 - Odbor krizového řízení;9558;KH SERVIS a.s.;45279748;110800658;2011-10-25;obj. č. 94/2011 - opravy a udržování - opětovná montáž kamery Suchý vršek
08 - Odbor krizového řízení;9520;KH SERVIS a.s.;45279748;90800178;2009-03-16;opravy a udržování - obj.č. 0003/2009
08 - Odbor bezpečnosti a krizového řízení;9511;KH SERVIS a.s.;45279748;130800512;2013-07-31;obj. BKR41/2013 - opravy a udržování - demontáž kamery (Mozartova)
08 - Odbor krizového řízení;9432;KH SERVIS a.s.;45279748;100800818;2010-12-09; opravy a udržování obj. č. 107/2010
08 - Odbor bezpečnosti a krizového řízení;9432;KH SERVIS a.s.;45279748;120800541;2012-08-20;obj. č. BKR 26/12 - opravy a udržování demontáž kamery č. 450 Novodvorská
08 - Odbor bezpečnosti a krizového řízení;9420;KH SERVIS a.s.;45279748;120800785;2012-12-10;obj. BKR 44/12 - opravy a udržování - přemístění kabelového vedení kamery č. 450 - Novodvorská
08 - Odbor krizového řízení;9384;KH SERVIS a.s.;45279748;110800294;2011-06-07;obj. 29/2011 - opravy a udržování - demontáž a opětovná montáž kamery č. 1316 Hostinského
08 - Odbor krizového řízení;9342;KH SERVIS spol.s r.o.;45279748;50800774;2005-08-15;
08 - Odbor bezpečnosti a krizového řízení;9329;KH SERVIS a.s.;45279748;140800513;2014-08-13;BKR 29/2014 přesun technologií ke kamerovému stanovišti KS 10134
08 - Odbor krizového řízení;9276;KH SERVIS a.s.;45279748;100800151;2010-03-19;opravy a udržování - obj. 11/2010
08 - Odbor krizového řízení;9204;KH SERVIS a.s.;45279748;100800694;2010-11-03;Opravy a udržování obj. č. 88/2010
08 - Odbor krizového řízení;9204;KH SERVIS a.s.;45279748;100800520;2010-08-20;opravy a udržování - obj. 55/2010
08 - Odbor krizového řízení;9204;KH SERVIS a.s.;45279748;100800445;2010-07-20;opravy a udržování obj. 45/2010
08 - Odbor krizového řízení;9204;KH SERVIS a.s.;45279748;100800448;2010-07-20;opravy a udržování obj. 40/2010
08 - Odbor krizového řízení;9204;KH SERVIS a.s.;45279748;100800449;2010-07-20;Opravy a udržování obj. 39/2010
08 - Odbor krizového řízení;9204;KH SERVIS a.s.;45279748;110800826;2011-12-15;obj. č. 117/2011 - demontáž kamery Novorossijská 1029
08 - Odbor bezpečnosti a krizového řízení;9204;KH SERVIS a.s.;45279748;120800105;2012-02-06;obj. č. 2/2012 - opravy a udržování - montáž kamery U Svobodárny
08 - Odbor krizového řízení;9053;KH SERVIS spol.s r.o.;45279748;50800912;2005-10-17;
08 - Odbor bezpečnosti a krizového řízení;9045;KH SERVIS a.s.;45279748;130800647;2013-10-07;obj. č. BKR 58/2013 - opravy - demontáž kamery č. 308007
08 - Odbor bezpečnosti a krizového řízení;9045;KH SERVIS a.s.;45279748;140800301;2014-05-16;Demontáž kamery č. 101122 - Washingtonova 23
08 - Odbor bezpečnosti a krizového řízení;9045;KH SERVIS a.s.;45279748;140800252;2014-04-16;obj. č. BKR 10/2014 - demontáž kamery č. 213002
08 - Odbor krizového řízení;8997;KH SERVIS spol.s r.o.;45279748;50800976;2005-11-10;
08 - Odbor krizového řízení;8988;KH SERVIS spol.s r.o.;45279748;30801337;2003-12-16;opravy a udržování dodavatelsky
08 - Odbor krizového řízení;8979;KH SERVIS a.s.;45279748;90800401;2009-07-09;opravy a udržování - obj. č. 0026/2008 - MKS
08 - Odbor krizového řízení;8931;KH SERVIS spol.s r.o.;45279748;80800520;2008-09-25;opravy a udržování
08 - Odbor krizového řízení;8772;KH SERVIS a.s.;45279748;110800586;2011-09-26;obj. č. 40/2011 demontáž a opětovná montáž kamery č. 1301
08 - Odbor krizového řízení;8711;KH SERVIS a.s.;45279748;90800423;2009-07-15;opravy a udržování - obj. č 0027/2009
08 - Odbor krizového řízení;8711;KH SERVIS a.s.;45279748;90800537;2009-09-16;opravy a udržování - obj.č.  0025/2009
